No, Time, Network Latitude, Network Longitude, Network Accuracy, Speed
0,1.16813E+15,-33.9183536,151.2300981,400,0
1,1.16815E+15,-33.9178376,151.2310545,22.712,0
2,1.16817E+15,-33.917987,151.2313277,25.092,0
3,1.16818E+15,-33.9180281,151.2316465,22.087,0
