No, Time, Network Latitude, Network Longitude, Network Accuracy, Speed
0,213880.027,-33.9178712,151.2308723,23.596,0.0
1,213899.598,-33.91821,151.2282765,699.999,0.0
2,213920.889,-33.9178376,151.2310545,21.303,0.0
3,213940.801,-33.91817,151.2314188,23.768,0.0
4,213960.98,-33.9181416,151.2314644,23.212,0.0
5,213982.713,-33.9179071,151.2313277,24.87,0.0
