No, Time, Network Latitude, Network Longitude, Network Accuracy, Speed
0,213395.596,-33.9178481,151.2307813,21.804,0.0
1,213415.785,-33.9178481,151.2307813,21.345,0.0
2,213435.735,-33.9179975,151.2310545,24.692,0.0
3,213455.828,-33.9180953,151.2312822,22.118,0.0
4,213475.796,-33.9181879,151.2316465,22.158,0.0
5,213495.94,-33.9180333,151.2315099,22.726,0.0
