No, Time, Network Latitude, Network Longitude, Network Accuracy, Speed
0,213229.452,-33.9180333,151.2315099,21.608,0.0
1,213251.06,-33.917987,151.2313277,22.804,0.0
2,213269.629,-33.918049,151.2311,22.186,0.0
3,213289.602,-33.9179743,151.2309634,21.728,0.0
4,213309.665,-33.9178481,151.2307813,21.346,0.0
5,213326.138,-33.9178585,151.230508,21.64,0.0
