No, Time, GPS Latitude, GPS Longitude, GPS Accuracy, Speed
0,1.16898E+15,-33.91797618,151.2316586,6,0
1,1.16898E+15,-33.91797688,151.2316528,6,0.23769729
2,1.16898E+15,-33.9179749,151.23164,5,0.94530416
3,1.16898E+15,-33.91797397,151.231624,5,0.96881366
4,1.16898E+15,-33.91797293,151.2316086,5,0.90027773
5,1.16898E+15,-33.91797105,151.2315949,5,0.7864477
6,1.16898E+15,-33.91796684,151.2315809,5,1.040048
7,1.16898E+15,-33.91796317,151.231567,4,0.920489
8,1.16899E+15,-33.91795954,151.2315538,4,0.91678786
9,1.16899E+15,-33.91795629,151.2315408,4,0.93941474
10,1.16899E+15,-33.91795473,151.2315267,4,1.0120277
11,1.16899E+15,-33.91795415,151.2315138,4,0.71589106
12,1.16899E+15,-33.91795332,151.2315021,4,0.9100549
13,1.16899E+15,-33.91795211,151.2314893,3,1.0104455
14,1.16899E+15,-33.91795033,151.2314771,3,0.8544004
15,1.16899E+15,-33.91794844,151.2314639,3,0.9924717
16,1.16899E+15,-33.91794705,151.231449,3,1.1335784
17,1.16899E+15,-33.91794532,151.2314347,3,0.99
18,1.169E+15,-33.91794461,151.2314224,3,0.87091905
19,1.169E+15,-33.91794336,151.231411,3,0.8720665
20,1.169E+15,-33.91794135,151.2313991,3,0.95131487
21,1.169E+15,-33.91794074,151.2313839,3,1.15
22,1.169E+15,-33.91794061,151.2313695,3,0.86492777
23,1.169E+15,-33.9179402,151.2313574,4,0.79511005
24,1.169E+15,-33.91793949,151.2313455,4,0.8747571
25,1.169E+15,-33.91793868,151.2313344,4,0.7892401
26,1.169E+15,-33.91793972,151.2313245,4,0.83006024
27,1.169E+15,-33.91794085,151.2313134,4,0.86400235
28,1.16901E+15,-33.91794148,151.2313007,4,0.9618732
29,1.16901E+15,-33.9179417,151.231287,4,0.97329336
30,1.16901E+15,-33.91794058,151.2312743,4,0.94540995
31,1.16901E+15,-33.91794015,151.2312637,4,0.762168
32,1.16901E+15,-33.91793945,151.2312543,4,0.815414
33,1.16901E+15,-33.91793827,151.2312421,4,1.0043904
34,1.16901E+15,-33.91793567,151.2312282,4,1.0822662
35,1.16901E+15,-33.91792861,151.2312175,4,1.2310159
36,1.16901E+15,-33.91791962,151.2312108,4,0.8944272
37,1.16901E+15,-33.91791187,151.2312063,4,0.9000555
38,1.16902E+15,-33.91790679,151.2311986,4,1.0196568
39,1.16902E+15,-33.91790376,151.231188,4,0.84023803
40,1.16902E+15,-33.91790251,151.2311755,4,1.00005
41,1.16902E+15,-33.91790127,151.2311642,4,0.6527633
42,1.16902E+15,-33.91789967,151.2311559,4,0.5632051
43,1.16902E+15,-33.91789579,151.2311456,4,0.9588535
44,1.16902E+15,-33.91789193,151.2311333,4,0.88955045
45,1.16902E+15,-33.91788924,151.2311198,4,1.1666191
46,1.16902E+15,-33.91788717,151.2311046,4,1.06
47,1.16902E+15,-33.91788589,151.2310907,4,1.0558883
48,1.16903E+15,-33.91788423,151.2310802,4,0.85562843
49,1.16903E+15,-33.91788186,151.2310712,4,1.1346365
50,1.16903E+15,-33.91787833,151.2310594,4,1.0941663
51,1.16903E+15,-33.91787515,151.2310453,4,0.93771
52,1.16903E+15,-33.91787158,151.2310322,4,0.9396275
53,1.16903E+15,-33.91786706,151.2310173,4,1.1815244
54,1.16903E+15,-33.91786238,151.2310026,4,1.0239141
55,1.16903E+15,-33.91785936,151.2309876,4,1.0922455
56,1.16903E+15,-33.91785771,151.2309705,4,1.1709825
57,1.16903E+15,-33.91785758,151.230953,4,1.1428035
58,1.16904E+15,-33.91785774,151.2309367,3,1.0711677
59,1.16904E+15,-33.91785786,151.2309214,3,0.910055
60,1.16904E+15,-33.91785812,151.2309086,3,0.7117584
61,1.16904E+15,-33.91785703,151.2308961,3,0.9408507
62,1.16904E+15,-33.9178556,151.2308814,3,1.16
63,1.16904E+15,-33.91785446,151.2308659,3,1.2349089
64,1.16904E+15,-33.91785347,151.2308511,3,1.188276
65,1.16904E+15,-33.91785324,151.2308376,3,1.0901835
66,1.16904E+15,-33.91785183,151.2308256,3,0.9924717
67,1.16904E+15,-33.9178503,151.2308146,3,0.95336246
68,1.16905E+15,-33.91784905,151.2308034,3,0.9918165
69,1.16905E+15,-33.9178473,151.2307919,3,1.0017984
70,1.16905E+15,-33.9178451,151.2307803,3,1.0304368
71,1.16905E+15,-33.91784317,151.2307688,3,0.96747094
72,1.16905E+15,-33.91784115,151.2307575,3,1.0012492
73,1.16905E+15,-33.91783928,151.2307461,3,0.9718539
74,1.16905E+15,-33.91783756,151.2307351,3,0.94047856
75,1.16905E+15,-33.91783547,151.2307238,3,0.9502105
76,1.16905E+15,-33.91783361,151.2307118,3,1.01
77,1.16905E+15,-33.91783152,151.2306993,3,1.0511898
78,1.16906E+15,-33.91782897,151.2306868,3,1.0568348
79,1.16906E+15,-33.91782652,151.2306757,3,0.8614523
80,1.16906E+15,-33.91782448,151.2306657,3,0.9604686
81,1.16906E+15,-33.91782264,151.2306545,3,1.0430723
82,1.16906E+15,-33.91782006,151.2306433,3,1.0097525
83,1.16906E+15,-33.91781699,151.2306321,3,1.0124228
84,1.16906E+15,-33.91781396,151.2306209,3,0.95336246
85,1.16906E+15,-33.91781077,151.2306103,3,0.95336246
86,1.16906E+15,-33.91780609,151.2305995,3,1.0630145
87,1.16906E+15,-33.91780028,151.2305886,3,1.0223991
88,1.16907E+15,-33.91779487,151.2305781,3,0.9600521
89,1.16907E+15,-33.91778966,151.2305686,3,0.8459314
90,1.16907E+15,-33.91778519,151.230559,3,0.91678786
91,1.16907E+15,-33.91778062,151.2305494,3,0.89453894
92,1.16907E+15,-33.91777626,151.2305407,3,0.7641989
93,1.16907E+15,-33.91777169,151.2305316,3,0.87022984
94,1.16907E+15,-33.91776689,151.2305217,4,0.9208692
95,1.16907E+15,-33.91776288,151.2305117,4,0.8006248
96,1.16907E+15,-33.91776009,151.2305023,4,0.6846897
97,1.16907E+15,-33.91775774,151.2304941,4,0.58600336
98,1.16908E+15,-33.91775627,151.2304885,4,0.26870057
99,1.16908E+15,-33.91775544,151.2304815,4,0
